nm_habs,cod_an
92,id_6422
200,id_2767
356,id_4883
2848,id_2282
103,id_1987
512,id_2551
3044,id_5461
118,id_3826
185,id_5724
184859,id_0611
102,id_5901
1003,id_4211
929,id_1752
356,id_6117
6897,id_0823
156,id_5597
324,id_7418
3250,id_3152
1438,id_5304
774,id_8082
857,id_3464
5135,id_5633
359,id_5896
220,id_3110
37490,id_1784
1132,id_2259
216,id_3752
60,id_7992
119,id_4933
1641,id_5746
398,id_4515
207,id_3460
976,id_3727
2722,id_5372
2483,id_0349
27,id_0923
1341,id_7425
210,id_0858
1479,id_8065
92,id_2899
18743,id_2561
95,id_6447
2825,id_0548
583,id_0779
160,id_4279
326,id_2471
143,id_4707
457,id_6200
1459,id_0698
4847,id_4014
85,id_4518
906,id_3735
2748,id_3420
183,id_2404
44,id_7742
728,id_6506
590,id_7982
111,id_1793
281,id_0684
2222,id_5107
1271,id_3832
675,id_6590
1356,id_7194
183,id_4767
124,id_2738
4608,id_0595
205,id_7451
214,id_3211
597,id_4222
1006,id_6755
54,id_1862
16224,id_3296
2702,id_1381
270,id_5436
16299,id_2750
1429,id_0471
194,id_1702
2273,id_5662
3170,id_0436
7453,id_7977
112,id_4831
1008,id_6737
92,id_4858
605,id_1040
238,id_5065
189,id_5288
251,id_1566
304,id_1246
43,id_7266
5118,id_3976
27308,id_3302
518,id_0935
2691,id_7859
347,id_2216
266,id_4842
129,id_8031
40,id_7428
811,id_0094
8020,id_4482
441,id_0820
62514,id_2415
2191,id_2190
2343,id_0735
206,id_2912
71,id_5581
83,id_4609
220,id_2841
82,id_0522
478,id_7748
108,id_5172
105,id_1890
371,id_1509
94,id_1762
163,id_3114
45,id_6610
199,id_5001
920,id_1337
132,id_1273
1447,id_0521
1148,id_7735
2887,id_7981
2256,id_6914
263,id_0066
5277,id_2688
28,id_3923
85,id_5384
190,id_4207
9753,id_1884
85,id_6083
1934,id_3053
10164,id_6256
72,id_0144
194,id_4501
135,id_6749
159,id_1691
504,id_4574
1474,id_4919
7009,id_7764
447,id_4441
864,id_0622
108,id_1055
121,id_6485
132,id_3201
1301,id_1713
973,id_1071
4457,id_3220
5501,id_4026
109,id_2654
163,id_1346
1069,id_4028
159,id_7768
110,id_3081
205,id_2554
226,id_0727
9147,id_0473
171,id_7775
969,id_5617
172,id_1224
65,id_0384
972,id_4955
810,id_2647
7164,id_1466
381,id_8051
216527,id_7473
221,id_7140
67,id_6326
162,id_6018
158,id_2379
3882,id_2225
181,id_7045
176,id_4416
25326,id_0044
6125,id_0826
425,id_3737
1964,id_1497
646,id_3769
390,id_6450
171,id_5886
5009,id_0241
101,id_3174
3531,id_0745
32587,id_5351
7410,id_5080
12444,id_2928
668,id_4573
3801,id_2442
706,id_1506
1227,id_6283
6313,id_8084
41642,id_2185
2885,id_2128
622,id_2182
5801,id_2693
16,id_7196
158,id_3972
22358,id_0305
620,id_7951
477,id_0446
1751,id_7313
682,id_7663
926,id_1415
101,id_2873
3286,id_2046
2431,id_5391
1341,id_7575
77,id_0130
76,id_1006
25,id_0958
227,id_3414
322,id_8073
167,id_1327
502,id_4738
149,id_5626
234,id_2574
49,id_0256
6468,id_2361
347,id_6512
157,id_3883
5646,id_2400
3240,id_2261
805,id_7450
1390,id_5704
3734,id_2763
100,id_7278
365,id_2855
167,id_6419
1495,id_0248
1635,id_3298
77,id_5599
302,id_4564
5056,id_6645
2568,id_1310
870,id_3073
1460,id_1689
205,id_0753
221,id_7131
2071,id_2298
109,id_3785
194,id_6780
368,id_1222
74,id_7781
124,id_5544
287,id_4385
118,id_2650
400,id_5919
113,id_3859
174,id_0884
19,id_4911
207,id_4836
45,id_2136
8115,id_0897
125617,id_2567
2583,id_4009
2038,id_5128
4673,id_1736
213,id_4542
26097,id_3139
290,id_6431
16249,id_7586
2448,id_4339
1283,id_4336
1121,id_0807
815,id_2461
2758,id_6344
352,id_1057
154,id_7349
581,id_6945
1565,id_6702
1050,id_4686
2376,id_2448
3987,id_3529
1516,id_0579
579,id_5052
27918,id_5193
363,id_4715
84,id_1573
404,id_1757
134,id_1678
9622,id_3874
2299,id_4555
42,id_2742
5815,id_0110
396,id_2590
3031,id_3970
394,id_7986
79,id_1495
755,id_1643
3421,id_1639
2003,id_3510
1974,id_8024
2149,id_4768
2062,id_7210
564,id_1547
3627,id_5813
30177,id_4397
1002,id_5771
197,id_0291
153,id_6402
1590,id_4957
61,id_6417
166,id_4144
160,id_5906
189,id_5829
403,id_6400
2161,id_5854
8872,id_5410
89034,id_4143
167,id_0929
313,id_2114
555,id_4164
57,id_3269
127,id_6111
56,id_2235
23,id_7644
2948,id_7864
191,id_7100
126,id_5864
1197,id_6014
5910,id_3192
53816,id_1473
307,id_2933
120,id_0609
7687,id_7886
57,id_6243
535,id_5111
1008,id_6916
2260,id_7289
771,id_3996
121,id_1944
1404,id_2897
101972,id_2063
99,id_1347
119,id_7152
2893,id_7548
730,id_4924
134,id_1804
231,id_7019
654,id_5790
2802,id_2133
33806,id_4292
372,id_4536
810,id_3765
118,id_6495
135,id_8074
137,id_5551
73,id_1424
270,id_6428
161,id_4773
10576,id_4069
277,id_4171
198,id_2951
785,id_0975
405,id_2645
2646,id_7658
197,id_1063
135,id_2206
176,id_5493
358,id_5850
3383,id_7626
822,id_1124
177,id_4230
116,id_1104
305,id_5677
4752,id_4457
8934,id_0933
1639,id_6071
347,id_6520
6502,id_3959
2215,id_1458
670,id_6628
30,id_7628
338,id_1120
197,id_3125
24893,id_7913
2053,id_6876
428,id_0418
466,id_0786
6632,id_5631
301,id_3045
199,id_1358
93,id_5478
47,id_5134
5799,id_0535
73,id_1636
180,id_8037
2294,id_5817
278,id_7149
1280,id_6824
2247,id_0553
798,id_3156
79,id_2227
5435,id_5093
119,id_5675
199,id_7713
155,id_2780
207,id_5009
186,id_1626
453,id_3050
335,id_4735
366,id_0343
104,id_2971
362,id_0662
4249,id_7703
290,id_0423
143,id_4167
2726,id_1046
395,id_5878
427,id_1806
3956,id_6406
4055,id_6523
1001,id_3977
158,id_4608
897,id_3675
67,id_3841
301,id_6510
663,id_4354
49,id_0344
1000,id_2174
3038,id_4002
7037,id_5732
2000,id_4940
247,id_7158
64,id_3480
326,id_7056
370,id_3368
422,id_7305
78,id_4085
277,id_4024
110,id_1778
140,id_2078
6123,id_0722
611,id_2720
573,id_6452
1936,id_3052
148,id_5498
743,id_7470
94,id_1587
105,id_3349
1260,id_3753
491,id_5895
21,id_1278
2094,id_8060
603,id_5164
521,id_7671
117,id_3087
232,id_0080
50,id_7675
146,id_4936
196,id_1772
679,id_0746
10985,id_4857
147,id_2606
11152,id_2150
4302,id_4906
562,id_1248
408,id_3325
208,id_1128
11656,id_3937
117,id_2783
2027,id_6081
488,id_6252
255,id_7070
4329,id_1487
316,id_7144
48,id_4214
254,id_4464
252,id_7066
33,id_3318
445,id_7301
3111,id_7230
86,id_6999
4937,id_3411
66,id_7754
1594,id_6854
195,id_6649
467,id_7968
923,id_7302
57,id_6673
186,id_2572
1660,id_3257
245,id_5405
586,id_6437
481,id_2042
852,id_4671
143,id_2509
51,id_1191
1813,id_0377
840,id_0111
5240,id_2306
13583,id_5507
8613,id_2302
6667,id_0482
1001,id_7591
388,id_1817
8756,id_0124
1065,id_0323
714,id_2370
5140,id_5125
440,id_4512
50,id_7435
462,id_7117
90,id_7240
1142,id_6362
523,id_5787
4380,id_6782
15,id_1919
733,id_6248
246,id_7358
28,id_1967
1504,id_0901
3912,id_3255
292,id_6407
2397,id_6172
103,id_1094
372,id_1578
134,id_6163
489,id_4529
70,id_7075
174,id_1043
5242,id_4510
532,id_5115
17255,id_7422
2015,id_0008
3059,id_4647
100,id_1144
5390,id_5632
343,id_6329
13273,id_0007
10210,id_6703
90,id_7799
81,id_5559
147,id_4848
1658,id_0156
130,id_1417
292,id_5733
4697,id_4426
527,id_5849
272,id_5346
595,id_4744
947,id_0284
1563,id_4546
1683,id_7695
3310,id_4338
648,id_7282
102,id_3814
102,id_1192
17845,id_5759
206,id_5462
324,id_1390
3649,id_2535
11499,id_1814
1717,id_0435
139991,id_6706
13802,id_1430
327,id_1391
1261,id_1563
159,id_7459
131,id_6393
635,id_1902
4407,id_0434
36,id_1761
864,id_8012
83,id_7955
2376,id_0231
72,id_7478
17505,id_8041
1276,id_4201
1598,id_6064
2471,id_6593
861,id_3534
204,id_6481
704,id_3212
6226,id_5365
202,id_5951
7599,id_5120
1492,id_7634
9629,id_0874
217,id_4962
526,id_0439
57,id_0832
1091,id_4547
504,id_4850
503,id_7639
1966,id_1535
207,id_4370
2003,id_7809
861,id_6207
165,id_0288
4436,id_0751
24102,id_0028
2036,id_2806
391,id_6168
162,id_5092
187,id_0924
388,id_1692
209,id_6321
89,id_7708
8884,id_5532
777,id_4242
75,id_7866
236,id_2088
84,id_4601
1048,id_4976
6602,id_4507
1541,id_5667
64,id_7615
463,id_0685
56,id_1262
136,id_5827
6702,id_2626
194,id_0660
218,id_5408
23517,id_3306
2919,id_7065
576,id_4344
1405,id_2979
1179,id_6637
4735,id_5106
12170,id_3998
7906,id_2507
284,id_1909
2327,id_3204
528079,id_7511
416,id_4713
20113,id_4591
281,id_7820
476,id_2294
8676,id_3324
3364,id_3767
275,id_4899
385,id_4115
4186,id_3242
3529,id_4983
18855,id_5394
33,id_6758
2093,id_3672
803,id_1561
561,id_5908
304,id_7420
841,id_4480
6179,id_4945
481,id_6478
102,id_0444
418,id_5615
380,id_5856
145,id_4103
298,id_4792
288,id_5460
2114,id_4486
502,id_6605
358,id_7277
59,id_5852
5731,id_3665
117,id_2314
171,id_8067
54,id_1207
202,id_2469
951,id_2062
327,id_0952
2377,id_6931
2379,id_6097
73,id_6037
47,id_6073
174,id_1341
314,id_5871
784,id_1047
23496,id_7004
765,id_0550
337,id_3066
143,id_0325
1316,id_4090
216,id_6459
496,id_1985
340,id_5368
951,id_7495
6086,id_4947
1124,id_4864
176,id_7334
102,id_6532
2916,id_5141
3495,id_7520
2478,id_2403
2266,id_5154
17774,id_3862
504,id_2495
85,id_4747
37,id_3225
2528,id_1870
821,id_7337
1129,id_1539
381,id_0316
20397,id_0789
708,id_3216
1920,id_6047
365,id_6303
135,id_7849
2034,id_1233
3612,id_7448
222,id_4807
170,id_0184
179,id_0330
214,id_4093
130,id_3572
273,id_4619
1136,id_0906
2944,id_6562
494,id_2972
8062,id_7551
1897,id_2593
52,id_1664
161,id_3660
388,id_7432
153,id_0793
12187,id_7692
252,id_5449
23,id_2596
117,id_3734
8240,id_0642
3443,id_1656
518,id_7860
2944,id_2233
1633,id_0760
7041,id_5834
1586,id_4333
7889,id_3697
155,id_6021
1961,id_7329
78,id_4050
186,id_0938
3777,id_0701
1125,id_4754
73,id_0148
125,id_3078
468,id_2795
446,id_4859
880,id_5815
43,id_2057
164,id_0441
408,id_2345
2289,id_6487
1486,id_7024
268,id_5291
711,id_3502
16406,id_2821
32,id_4877
602,id_5784
253,id_1374
1258,id_0637
353,id_0956
325,id_2820
216,id_4694
157,id_1654
907,id_2301
6451,id_2002
126,id_4939
436,id_7223
118,id_3748
685,id_5882
1174,id_4431
136,id_2416
40239,id_0886
239,id_4261
284,id_5251
335,id_4473
761,id_2962
730,id_3930
9252,id_5890
115,id_1053
5660,id_4363
318,id_2745
2414,id_6804
124,id_6627
132,id_7071
17045,id_5316
1804,id_4821
191,id_3846
918,id_5055
5411,id_2623
3061,id_4019
176,id_1879
392,id_8055
1204,id_3931
9409,id_1662
2940,id_5433
1001,id_3273
504,id_6130
80,id_2180
571,id_8021
529,id_4897
18829,id_6987
300,id_7447
97,id_3602
3796,id_4185
106,id_3367
570,id_6489
2355,id_3822
77,id_4974
192,id_2248
275,id_4862
176,id_5833
1156,id_0267
396,id_5840
980,id_3969
729,id_4083
4472,id_2883
75,id_0009
255,id_6179
509,id_3711
342,id_2111
2298,id_5944
279,id_6793
336,id_6947
666,id_5173
1088,id_7241
365,id_3315
2609,id_1312
3694,id_4640
57,id_3362
3399,id_6860
4590,id_1687
5828,id_7247
348,id_4937
7583,id_6247
4344,id_7617
103,id_4187
403,id_2204
3200,id_5014
3331,id_2003
135,id_6734
132,id_2602
289,id_7715
11490,id_4553
2142,id_7717
394,id_5148
78,id_7990
254,id_2728
3542,id_2755
1096,id_6194
201,id_3244
456,id_7197
1071,id_0468
2067,id_1031
244,id_1132
70,id_7648
626,id_4692
308,id_5443
165,id_3210
48,id_2386
5216,id_5696
281,id_5067
181,id_7801
136,id_2365
44924,id_1917
360,id_0263
241471,id_1293
81,id_4193
56,id_0575
199,id_5089
1023,id_4729
1185,id_6514
27897,id_7616
417,id_3291
221,id_5428
2719,id_0138
333,id_0757
370,id_7188
820,id_3058
13544,id_5435
1757,id_4826
301,id_1504
139,id_2480
295,id_2519
1116,id_2982
383,id_5858
2287,id_6819
73,id_7752
2878,id_3304
773,id_6827
743,id_1303
2629,id_6358
5137,id_6952
5744,id_3649
1720,id_5572
261,id_3055
1072,id_1825
1946,id_5422
1234,id_1118
1188,id_6261
90,id_1911
432,id_4538
6473,id_7085
120,id_6909
8581,id_4190
157,id_4969
6288,id_4225
268,id_0081
178,id_3989
349,id_5545
785,id_3609
53,id_5593
72,id_7514
240,id_2177
14473,id_5548
214,id_5522
449,id_5064
259,id_0506
246,id_0850
1170,id_7185
5578,id_4041
300,id_2421
100,id_5932
77,id_4495
184,id_2996
195,id_4018
1241,id_7007
134,id_2808
5979,id_1406
1198,id_6518
1604,id_4643
452,id_7022
14462,id_3569
2287,id_2035
386,id_4205
277,id_3949
303,id_4843
701,id_5238
125,id_2591
111,id_7350
308,id_6928
240,id_4099
794,id_2908
108,id_2541
1279,id_1477
539,id_2091
115,id_0865
303,id_2779
2214,id_6079
479,id_5029
97,id_6912
1312,id_2012
431,id_4668
90,id_7130
9060,id_7200
8535,id_7338
939,id_5136
1560,id_3366
246,id_7386
106,id_0476
555,id_7088
894,id_2526
23235,id_0201
10177,id_2382
363,id_3500
137,id_1126
157,id_7813
127,id_3546
1496,id_5766
444,id_5046
20322,id_7011
776,id_0410
672,id_6526
773,id_6488
7710,id_6751
259,id_6382
46,id_6196
620,id_8059
1259,id_6494
1062,id_6767
375,id_6759
36,id_7015
906,id_4938
615,id_7661
660,id_0492
327,id_7455
94,id_4751
29767,id_1052
1817,id_7936
784,id_3563
235,id_4290
226,id_3557
1206,id_6891
4440,id_0778
722,id_6122
21987,id_5508
1420,id_0761
31,id_5568
8827,id_6574
1447,id_0628
465,id_4802
6446,id_6182
737,id_5013
746,id_8101
615,id_4368
2680,id_6307
207,id_7693
77,id_2157
644,id_7984
153,id_7206
11372,id_7719
33,id_0479
397,id_0925
524,id_6268
2762,id_4455
9548,id_4860
381,id_0449
397,id_3064
319,id_5879
17875,id_6078
122,id_3378
632,id_3439
275,id_7872
2051,id_4917
1654,id_2538
79,id_1119
126,id_7901
144,id_4901
187,id_6584
352,id_5688
15548,id_3344
151,id_5961
392,id_0921
506,id_6817
73871,id_4173
282,id_5003
149,id_0301
2770,id_7482
3540,id_0265
3241,id_1926
12498,id_5301
565,id_7202
142,id_6066
224,id_5975
845,id_7474
2213,id_5342
126,id_7790
69,id_8025
85,id_5019
53,id_4355
3536,id_6537
28768,id_7728
75,id_3072
19694,id_3924
163,id_2747
444,id_5709
180,id_2007
1405,id_3850
2551,id_6493
213,id_5010
318,id_7694
219,id_6421
5068,id_6634
137,id_1465
12387,id_2819
366,id_7587
350,id_6109
2234,id_2269
62,id_1693
5012,id_1357
1963,id_4154
1387,id_2879
2912,id_4459
3055,id_7193
1026,id_0182
930,id_5328
137,id_0457
272,id_1175
374,id_2585
61,id_7761
486,id_5117
116,id_1871
315,id_2238
526,id_5090
54,id_6055
182,id_0357
372,id_7389
9389,id_4705
1168,id_4224
583,id_7032
85,id_2292
2233,id_5195
505,id_5676
1094,id_5431
97,id_0559
2389,id_4935
3100,id_7513
1068,id_1150
6010,id_5459
275,id_5217
2375,id_1588
73,id_2732
805,id_7378
222,id_4208
625,id_5004
19,id_2577
255,id_7110
1123,id_7974
15918,id_1114
258,id_5986
237,id_0525
7741,id_5388
87,id_0234
811,id_6131
140,id_4679
58,id_3768
1979,id_3921
428,id_3140
118,id_1816
10652,id_1536
124,id_6582
23207,id_7379
3354,id_4907
903,id_1727
76,id_6176
231,id_1928
1087,id_1575
87,id_3155
87,id_0863
7538,id_1781
15635,id_7536
536,id_1042
9358,id_5414
725,id_6434
143129,id_6944
356,id_5302
1269,id_2843
136,id_0936
708,id_2159
91,id_7475
3130,id_2472
17960,id_0230
157,id_7613
486,id_1995
118,id_4328
379,id_1542
116,id_4022
164,id_2483
431,id_7539
1028,id_4475
456,id_4489
394,id_5835
98649,id_3410
6841,id_7758
8812,id_3980
86,id_2460
484,id_2372
205,id_5016
171,id_7274
1289,id_0286
1747,id_4280
8174,id_8063
217,id_7081
122,id_0361
4525,id_3264
870,id_4033
2158,id_7400
955,id_7706
2169,id_4440
952,id_0971
174,id_0875
123,id_7039
1035,id_0895
157,id_6032
3599,id_6291
27338,id_3558
126,id_4149
241,id_6893
23487,id_2605
1009,id_6852
115,id_5209
328,id_0822
6580,id_7600
5687,id_5876
343,id_0828
60,id_1591
3412,id_3966
1002,id_1771
271,id_1978
4558,id_3788
83733,id_0283
2465,id_7553
11,id_4961
714,id_4641
2003,id_7429
3444,id_3441
46,id_1274
1450,id_5689
509,id_2915
411,id_7101
152,id_6565
4016,id_3044
7649,id_1345
1935,id_1072
2607,id_7364
217,id_2824
7245,id_0346
21290,id_5326
151,id_1231
582,id_6169
1669,id_5537
2034,id_6830
1253,id_7413
234,id_4644
43,id_4811
318,id_2666
456,id_3915
953,id_1442
2753,id_0275
345,id_6693
405,id_3335
79,id_3132
2514,id_0006
1641,id_6808
1221,id_4942
50581,id_2089
339,id_7372
7030,id_7170
28,id_6979
107,id_0671
105,id_5506
410,id_7366
135,id_7614
5576,id_4649
961,id_2241
363,id_1045
340,id_3065
151,id_2205
119,id_6986
10053,id_1979
1135,id_6685
120,id_7036
171,id_0714
8168,id_2737
3389,id_6616
1006,id_1864
270,id_1545
10976,id_7599
1038,id_5730
358,id_6186
3582,id_3290
198,id_1450
117,id_2479
278,id_5776
168,id_1741
446,id_6725
2203,id_5981
67,id_6322
229,id_4392
2825,id_4533
5137,id_3955
6788,id_2322
16207,id_6946
13267,id_7046
205,id_3750
749,id_6241
368,id_1484
23924,id_1447
386,id_0777
635,id_6141
165654,id_0813
410,id_1319
1710,id_5652
79,id_4674
659,id_1407
3530,id_4081
466,id_5204
15485,id_5426
1253,id_8083
364,id_1086
98,id_0896
129,id_1494
4023,id_6850
1833,id_1438
778,id_4720
3930,id_6899
3846,id_3589
921,id_1706
14,id_5023
147,id_2154
1210,id_4702
685,id_1205
5339,id_5072
155,id_2043
1475,id_0390
1331,id_1294
229,id_3159
761,id_7234
2447,id_7463
178,id_4042
3622,id_1079
406,id_6949
2936,id_3515
419,id_2825
168,id_6768
538,id_6984
3943,id_1007
695,id_6638
615,id_6136
162,id_3857
2168,id_7093
2271,id_7637
148,id_4590
5594,id_3984
1493,id_4527
131,id_2497
288,id_7552
341,id_5988
587,id_0561
102,id_4523
1224,id_4257
5004,id_7010
2679,id_5773
262,id_2547
376,id_3283
77,id_2450
144,id_4556
2142,id_1882
42,id_1218
1695,id_2264
7380,id_1280
728,id_2284
1669,id_3199
312,id_3636
191,id_7638
67,id_1684
214,id_3642
216,id_4624
928,id_4551
272432,id_8085
462,id_0273
3599,id_1470
776,id_2396
1002,id_1671
120,id_1488
289,id_0259
147,id_0712
4143,id_4577
22792,id_5943
2255,id_7854
15951,id_4345
56607,id_6275
3686,id_2968
5659,id_4119
121,id_6923
269,id_1826
11523,id_3221
231,id_6799
1386,id_5330
588,id_3905
69,id_0280
54012,id_6215
66,id_6660
614,id_1932
131,id_0581
17414,id_0543
173,id_0475
127,id_3301
464,id_1251
108,id_5133
122,id_5101
53,id_0450
328,id_1366
233,id_0466
95,id_6571
94,id_0770
152,id_3289
1076,id_0236
194,id_2664
1166,id_1472
211,id_7335
227,id_7765
204,id_7111
1116,id_3796
528,id_2090
189,id_2919
44,id_7103
1022,id_0375
2723,id_2344
19367,id_0366
1340,id_2970
1013,id_7249
93,id_2685
2428,id_2862
326,id_1490
128,id_6982
92,id_6342
174,id_3253
3461,id_2622
40770,id_0686
1852,id_6709
162,id_5530
849,id_5210
42,id_4466
7974,id_2366
1240,id_6351
11544,id_4182
235,id_0064
39,id_0742
6371,id_6851
48,id_7819
183,id_2815
2719,id_4800
5286,id_2147
16356,id_6816
972,id_0214
1004,id_6892
44,id_5863
304,id_4717
72,id_6519
51,id_4219
264,id_1195
982,id_3616
207,id_1920
1101,id_5229
161,id_6000
25499,id_0969
469,id_6719
117,id_2179
517,id_1852
86,id_3842
3121,id_3442
445,id_2870
75,id_5418
10960,id_2095
22196,id_3461
339,id_3654
72,id_6675
177,id_5275
155,id_5276
283,id_1318
1618,id_6046
1422,id_6620
1320,id_4631
1465,id_1653
49,id_5184
1723,id_6119
357,id_3571
324,id_3080
1188,id_4618
238,id_5492
538,id_6222
19305,id_2852
189,id_6566
1590,id_2913
143,id_1994
5283,id_7054
384,id_4458
99,id_3503
1159,id_1534
101,id_0212
1257,id_5243
1084,id_7840
117,id_3022
1225,id_0354
455,id_0658
146,id_5152
154,id_4562
1708,id_0809
801,id_4965
131,id_1320
354,id_1614
5439,id_7559
55728,id_4191
34,id_1498
100,id_0429
9489,id_5438
646,id_6138
105,id_1972
745,id_5711
962,id_3625
6030,id_2998
237,id_6592
15422,id_5669
2979,id_1791
5091,id_7945
1110,id_7226
2922,id_3031
2789,id_2641
545,id_7051
779,id_1129
4191,id_4954
539,id_5984
8059,id_5748
5557,id_3851
277,id_1794
498,id_4981
3786,id_5586
266,id_7502
2005,id_0237
466,id_4109
1018,id_2093
2002,id_2530
4843,id_2436
340,id_0794
2696,id_3717
5017,id_0326
237,id_7120
132,id_7006
6834,id_0597
699,id_5332
488,id_7050
1822,id_2324
5214,id_0574
217,id_8053
383,id_6545
4844,id_6201
149,id_0242
9919,id_2603
687,id_1154
25947,id_2164
148,id_6404
548,id_3407
334,id_3054
381,id_0608
164,id_2350
388,id_4095
8,id_1948
1378,id_6007
42008,id_7317
528,id_2328
250,id_3267
511,id_7095
16401,id_2570
4861,id_1630
2006,id_1942
654,id_3552
63,id_3978
1165,id_6657
80,id_6559
1635,id_6970
254,id_0582
67,id_0499
1018,id_1187
1114,id_1803
95,id_8086
613,id_7207
1016,id_0915
2423,id_4477
695,id_3445
229,id_5039
151,id_6643
200,id_3704
1452,id_2237
5312,id_6855
3771,id_5818
270,id_5386
2002,id_0657
50,id_0455
263,id_2194
1002,id_2661
84014,id_5645
49,id_4049
707,id_6456
258,id_3946
1520,id_7572
25,id_0140
532,id_4195
47,id_6451
390,id_7543
590,id_3637
792,id_6075
95,id_6441
3339,id_7068
334,id_5963
614,id_4254
235,id_6866
508,id_4819
14956,id_4274
1388,id_7105
475,id_1740
17761,id_5672
86,id_5646
496,id_0812
16247,id_7656
410,id_1861
361,id_0562
145,id_6595
4126,id_0437
3139,id_0979
32830,id_1845
134,id_3718
1163,id_2560
1163,id_2837
24050,id_1404
451,id_7113
26316,id_3728
4381,id_5598
36465,id_0592
1145,id_1607
4645,id_4691
29,id_7759
598,id_7063
288,id_8046
53,id_0653
100,id_4123
134,id_2793
21785,id_6008
64,id_1943
10064,id_5665
303,id_5188
1008,id_7947
84,id_3433
20026,id_3574
237,id_1577
1870,id_5621
230,id_1756
242,id_5118
45,id_2137
18385,id_8030
1643,id_0868
266,id_0474
5039,id_6383
89,id_2642
2319,id_5336
645,id_1257
38,id_4216
904,id_7079
210,id_1454
495,id_3043
627,id_3651
3063,id_2243
320,id_0790
95,id_6622
3489,id_1258
70,id_5966
2001,id_7298
251,id_3129
300,id_5589
154,id_7747
4458,id_2744
390,id_4748
182,id_5785
185,id_3222
97,id_3249
160,id_1722
7089,id_7741
9025,id_4352
254,id_3119
102,id_1839
255,id_3153
2023,id_3673
863,id_6158
2051,id_6677
136,id_7402
167,id_1649
1046,id_3600
10661,id_1647
309,id_3764
136,id_6538
898,id_8004
1184,id_6801
394,id_3646
415,id_6517
493,id_5284
172,id_2687
181,id_6902
276,id_0854
101,id_3790
73,id_2256
69,id_5947
127,id_5413
642,id_2762
38,id_0172
336,id_7027
571,id_5949
2318,id_5249
991,id_3063
355,id_7681
18585,id_3584
8948,id_0885
141,id_5278
6544,id_5565
392,id_5168
676,id_6779
332,id_8040
102,id_1807
1715,id_5695
16902,id_5202
131,id_4417
567,id_4362
293,id_6915
420,id_1546
525,id_1685
6002,id_7678
750,id_3577
818,id_0317
47922,id_5190
821,id_0857
79,id_4639
238,id_8068
47,id_2094
114,id_5756
74,id_1480
1397,id_5839
172,id_4746
682,id_2126
3552,id_0180
1353,id_7843
2555,id_5197
173163,id_2299
311,id_3528
101,id_6418
7155,id_2383
50,id_4787
130,id_4932
1395,id_4685
4220,id_1789
2145,id_4008
387,id_1822
119,id_1339
197,id_0633
812,id_4188
2171,id_5228
1527,id_4017
4170,id_5358
200,id_8010
1083,id_3446
387,id_0125
206,id_3781
721,id_2878
1749,id_6613
55196,id_1595
821,id_0743
1476,id_0461
7280,id_8099
793,id_1556
16165,id_2362
140,id_6525
2888,id_5801
401,id_5265
539,id_5427
650,id_0873
246,id_5685
4847,id_1422
1167,id_4504
575,id_1147
513,id_3532
1858,id_4648
4640,id_4914
1874,id_7017
112795,id_6636
135,id_4534
65,id_3295
852,id_2339
3969,id_4443
119,id_6938
177,id_7546
929,id_4297
1051,id_3024
3431,id_0883
96,id_7842
71,id_7153
732,id_7460
239,id_8062
525,id_2542
589,id_5762
308,id_4548
794,id_4067
131,id_7642
26413,id_7604
823,id_2770
427,id_0503
866,id_4652
56,id_6865
767,id_6137
6140,id_2679
305,id_4080
5817,id_3408
13197,id_7574
213,id_0951
47,id_0215
2881506,id_5920
1114,id_5475
135,id_1840
119,id_1842
11963,id_5496
18,id_5846
500,id_6868
209,id_5011
10082,id_7235
2963,id_1247
7995,id_3671
120,id_3676
24878,id_1572
925,id_1759
2155,id_6864
399,id_5095
732,id_0502
640,id_3691
765,id_3839
1854,id_7395
283,id_6167
6067,id_2488
93,id_1641
503,id_2258
592,id_7385
1444,id_1833
237,id_0513
162,id_6983
2045,id_4178
446,id_1832
211930,id_6106
72208,id_3358
9608,id_0904
617,id_2655
988,id_1585
238,id_7721
644,id_2619
4177,id_1646
469,id_5562
119,id_2337
1068,id_3957
127,id_7297
563,id_0688
1163,id_7215
6176,id_5644
460,id_7770
614,id_3472
254,id_5167
721,id_6640
473,id_4415
59,id_5192
262,id_3243
373,id_3961
3823,id_1613
2345,id_0026
108,id_2706
172,id_1634
2747,id_5904
97,id_4987
7239,id_3960
213,id_6697
412,id_1401
451,id_3944
602,id_7643
234,id_3631
558,id_7814
185,id_2787
544,id_5149
296,id_7351
1191,id_4100
32526,id_6187
119,id_6722
110,id_7720
218,id_0867
453,id_1651
774,id_2104
195,id_5792
420,id_4684
1833,id_2176
927,id_3942
25,id_0978
2462,id_0319
48,id_5939
548,id_1627
1523,id_0744
613,id_3170
816,id_5327
3531,id_6823
950,id_1185
1199,id_5912
1380,id_2441
488,id_6515
116,id_5502
6265,id_7631
179,id_7897
254,id_0409
214,id_7590
917,id_1991
5682,id_5970
206,id_6399
5756,id_6065
140,id_3287
3361,id_2629
39,id_2253
189,id_5642
252,id_3280
791,id_0580
7055,id_3169
1011,id_3206
21916,id_1951
4910,id_2660
12031,id_2598
120958,id_0596
1473,id_1857
147,id_6778
247,id_7625
322,id_2503
5510,id_6367
1353,id_6012
5722,id_3593
375,id_2993
1792,id_6415
2978,id_4596
1418,id_4152
