nm_habs,cod_an
1326,id_4203
1131,id_4832
2007,id_0706
2918,id_4582
361,id_0460
105,id_7258
628,id_6716
789,id_1342
124,id_7134
372,id_1242
261,id_0772
641,id_2118
396,id_2909
17,id_1675
691,id_2893
1478,id_4078
1063,id_4023
1603,id_5446
105,id_2582
395,id_6625
2130,id_0718
5050,id_0427
219,id_3001
723,id_7783
296,id_7339
373,id_0810
240,id_3232
68,id_3935
152,id_3680
21016,id_4687
81,id_1050
581,id_4745
35397,id_5472
962,id_0750
141,id_0202
3748,id_2394
688,id_1680
776,id_7528
13015,id_5425
950,id_0720
222,id_0322
188,id_1973
2748,id_5453
10287,id_2138
1914,id_6234
26,id_2132
201,id_6575
228,id_3956
1716,id_0845
116,id_6042
1204,id_1562
26,id_2790
153,id_4141
201,id_3224
2703,id_7885
5340,id_7216
253,id_3256
10491,id_3193
155,id_8093
3206,id_3027
210,id_6813
3507,id_3386
42,id_4407
4047,id_0869
444,id_7309
66,id_5556
560,id_5146
84,id_6350
3067,id_2139
43,id_2323
2604,id_1557
527,id_1102
1709,id_2607
5199,id_3048
4150,id_3219
1237,id_0387
6,id_7442
27188,id_7492
393,id_2168
228,id_6088
7030,id_0690
561,id_0074
252,id_0919
2703,id_3758
2417,id_5441
15,id_0496
7287,id_5082
2597,id_1075
2453,id_2684
1063,id_4237
132,id_1815
11075,id_3640
608,id_0019
146,id_2889
334,id_1731
2032,id_1065
35775,id_1589
3795,id_5945
1560,id_0905
12681,id_6753
78,id_4364
6100,id_7571
97,id_6396
798,id_2026
853,id_0380
5162,id_3749
734,id_4430
596,id_2715
1567,id_5668
87,id_0082
158,id_0703
7526,id_7632
936,id_7127
98,id_0587
160,id_4252
22,id_5178
1773,id_6997
492,id_0541
28,id_5280
27497,id_0465
7106,id_0313
282,id_7319
156,id_3789
155,id_4122
763,id_4657
4315,id_7182
11804,id_5379
148,id_5480
236,id_7689
75,id_5350
5008,id_4905
123,id_1067
407,id_4429
298,id_2743
756,id_4835
190,id_3105
526,id_5517
52,id_4895
1147,id_1161
394,id_2797
67,id_0639
129,id_6369
288,id_5810
4515,id_6476
360,id_5540
3415,id_0669
15555,id_2465
560,id_2520
452,id_7347
551,id_6395
1856,id_6299
558,id_5731
3329,id_3514
14628,id_0967
208,id_3346
61,id_5564
83,id_2055
1991,id_7371
166,id_0939
331,id_0022
194,id_8047
4928,id_7204
1288,id_3459
350,id_0166
173,id_7256
208,id_8070
4573,id_4635
961,id_0115
25,id_0222
22,id_0016
150,id_6094
269,id_4701
361,id_3389
53,id_6304
1325,id_6792
817,id_3141
106,id_2053
20306,id_5910
86,id_5808
1277,id_0175
229,id_2334
3346,id_3456
434,id_3941
11189,id_1269
7046,id_2984
1000,id_2587
562,id_2831
288,id_1307
402,id_1182
9339,id_2369
1593,id_6150
423,id_3987
8065,id_5758
61,id_3890
610,id_1993
604,id_3527
39,id_2131
462,id_5725
159,id_3739
128,id_2861
79,id_6807
167,id_2169
246,id_2110
5163,id_3332
74,id_2047
96,id_7544
587,id_0737
598,id_2698
106,id_6624
2425,id_2489
101,id_5185
58,id_7946
236,id_1449
172,id_6310
11239,id_4329
1796,id_7443
207,id_6218
26197,id_3891
113,id_5033
2847,id_6726
524,id_1929
861,id_5861
1377,id_6699
1892,id_6832
2649,id_6848
819,id_7688
303,id_5231
141,id_7900
595,id_4785
10872,id_4427
483,id_2082
199,id_4876
55,id_2683
12857,id_5823
1756,id_2487
276,id_2958
980,id_5245
326,id_6401
2446,id_3587
284,id_1738
858,id_0677
123,id_6281
17600,id_4617
5778,id_1990
113,id_0086
748,id_0119
68,id_7352
476,id_4156
219,id_5002
1686,id_2974
187,id_6034
2052,id_7806
94,id_6788
719,id_2714
345,id_4358
93,id_1617
231,id_3612
55,id_0898
712,id_6900
509,id_3621
146,id_7665
170,id_0373
263,id_5297
792,id_3707
207,id_3000
432,id_7044
50946,id_2754
4832,id_0654
2020,id_6569
402,id_5653
1579,id_2087
2176,id_5889
3241,id_4175
3484,id_3590
475,id_0229
267,id_5025
191,id_7123
4902,id_1830
96,id_5716
39,id_6438
913,id_5798
4712,id_6156
70,id_4388
672,id_4841
685,id_5281
2736,id_0233
327,id_7405
1223,id_1152
59,id_2985
102,id_1824
3432,id_5893
1371,id_5979
397,id_1146
489,id_2357
838,id_0407
4338,id_4180
6752,id_2885
15445,id_1526
1631,id_7522
139,id_1518
5798,id_6953
291,id_8048
302,id_5899
104,id_7253
390,id_7020
235,id_3913
1744,id_7272
61469,id_0651
260,id_3774
668,id_3597
1064,id_7698
200,id_1594
48,id_2579
75,id_3809
601,id_0408
3737,id_2186
552,id_7154
2239,id_6667
304,id_6509
129,id_6492
92,id_7357
5001,id_4871
389,id_5424
2052,id_2427
12157,id_0707
38,id_7933
2376,id_4401
235,id_8057
4612,id_0419
486,id_4780
40,id_2581
1243,id_3299
9451,id_2121
298,id_1541
13682,id_3995
8628,id_3094
1601,id_1095
144,id_0726
170,id_2527
8929,id_3644
639,id_3237
5785,id_1688
3488,id_0033
177,id_7408
203,id_8000
279,id_5448
4459,id_1805
208,id_0218
3464,id_6464
130,id_6491
193,id_2092
362,id_6597
7048,id_5560
90,id_6857
727,id_7505
205,id_4398
628,id_6301
27644,id_5294
119,id_7489
551,id_2559
37235,id_4160
5451,id_0740
722,id_6016
1051,id_6157
611,id_1389
89,id_7795
707,id_4771
1016,id_2407
103,id_6217
478,id_7146
68,id_5933
2371,id_6120
412,id_7964
12731,id_3674
297,id_0871
357,id_4825
336,id_5679
112,id_3595
4467,id_0800
4246,id_5884
3814,id_2222
233,id_1843
1387,id_6363
91,id_4823
225,id_2528
6988,id_6786
266,id_8005
625,id_6908
116,id_0988
95,id_3314
103,id_5494
105,id_2705
5824,id_0494
5211,id_6013
122,id_5612
122,id_6629
328,id_7805
636,id_2504
2742,id_5767
518,id_1937
1733,id_4218
261,id_1602
136,id_7265
28522,id_6453
155,id_7710
2982,id_0226
188,id_5903
260,id_4724
544,id_3585
142,id_0571
29155,id_4874
101,id_1003
112,id_2115
191,id_7821
177,id_4012
1286,id_4916
224,id_0363
52,id_3120
2848,id_3426
10295,id_2649
3808,id_3554
191,id_6074
609,id_4878
2909,id_7762
1014,id_6173
1199,id_4146
517,id_4840
2673,id_6833
283110,id_0616
87,id_3838
658,id_2288
11063,id_6862
283,id_3425
6144,id_4900
429,id_3101
194,id_2162
75,id_2432
272,id_0569
120,id_3823
4784,id_1084
435,id_1737
465,id_5570
124,id_3576
1574,id_7377
336,id_3855
226,id_5415
2208,id_1220
658,id_3964
537,id_6324
60,id_1682
442,id_6082
355,id_0728
3528,id_1718
203,id_3227
188,id_5549
1232,id_7527
75,id_5159
3340,id_3258
40,id_0534
203,id_4610
122,id_3033
31793,id_1898
218,id_3490
2323,id_7917
306,id_3330
321,id_6513
1003,id_5182
7521,id_6025
2595,id_7092
2666,id_2380
356,id_4903
73,id_5824
65,id_2117
1872,id_6140
5683,id_2099
3317,id_3342
69,id_0356
5295,id_1644
518,id_2813
503,id_3096
118,id_5244
489,id_7533
953,id_4476
172,id_2011
837,id_1493
2032,id_3060
41769,id_0994
412,id_7380
1266,id_5611
1122,id_2161
224,id_4263
553,id_7723
241,id_4688
364,id_4868
3943,id_3372
3921,id_4796
1313,id_0197
144,id_1770
604,id_3943
36,id_5577
1274,id_5401
431,id_4918
9943,id_5736
2580,id_6615
86146,id_6497
2490,id_0300
300,id_6761
335,id_3658
421,id_0412
176,id_4448
26,id_3701
389,id_7190
447,id_7115
8937,id_1378
139,id_3793
6362,id_5527
232,id_3799
927,id_2419
1452,id_7508
31,id_4737
173,id_7579
233,id_5404
191713,id_2740
6695,id_1059
104,id_7437
373,id_7716
347,id_6050
1552,id_4496
2020,id_3900
12499,id_1306
1244,id_0309
675,id_4045
1938,id_7128
1346,id_0950
15380,id_6676
1625,id_5950
194,id_2199
55,id_2708
502,id_6896
154,id_0271
203,id_0150
2145,id_7965
143,id_4082
1236,id_5397
1688,id_5996
1417,id_0763
282,id_5429
195,id_6838
672,id_2867
6310,id_1555
567,id_1198
346,id_3499
178,id_5739
1091,id_0583
1550,id_0370
545,id_7793
230,id_6988
415,id_3847
282,id_5232
99,id_3681
95,id_6440
349,id_6623
388,id_4861
2519,id_7773
325,id_0131
142,id_7722
104,id_4959
56,id_4761
126,id_5578
2079,id_4241
548,id_2816
182,id_4456
667,id_0523
142,id_4286
56,id_6994
544,id_0068
58,id_0018
56,id_6067
921,id_7998
129,id_2565
20420,id_0050
5475,id_5126
1470,id_6710
659,id_0934
56,id_6774
105,id_4699
849,id_6189
107,id_7280
102,id_4722
920,id_1648
20023,id_6364
8762,id_7870
554,id_6154
2586,id_1275
355,id_0091
4194,id_5292
10231,id_8052
1029,id_1265
1537,id_7307
67,id_7295
2301,id_4084
310,id_1019
803,id_4656
116,id_3168
13364,id_3604
663,id_6147
341,id_1106
205,id_3867
100,id_0371
1666,id_6379
7192,id_5175
200,id_6265
145,id_3276
5360,id_7817
433,id_0749
677,id_0414
472,id_3429
1025,id_5721
296,id_7666
37,id_6910
2267,id_8009
1538,id_7195
346,id_7905
6103,id_5891
1271,id_1151
385,id_5099
86,id_1455
307,id_4985
2828,id_2639
202,id_3070
2684,id_6872
94,id_0249
2237,id_3731
236,id_2748
31,id_0004
2218,id_2789
92,id_7104
57,id_6080
749,id_6293
453,id_0878
193,id_5306
14748,id_7778
198,id_6096
453,id_4493
12634,id_5430
74,id_1212
2028,id_4227
149,id_4233
116,id_1744
489,id_5267
1745,id_5334
413,id_1925
26,id_3730
352,id_2772
8637,id_3586
21758,id_0239
337,id_2475
7783,id_0342
2184,id_0487
217,id_1405
1480,id_1986
286,id_5466
14223,id_7012
2865,id_3007
91,id_5883
261,id_5041
483,id_5735
136,id_3555
1866,id_5521
932,id_1324
87,id_6898
46,id_1910
7373,id_7118
72,id_3971
5121,id_4387
1267,id_0675
80,id_6225
583,id_0388
1509,id_3097
422,id_5622
243,id_3388
81,id_7524
6974,id_1362
486,id_7676
409,id_1244
2524,id_4847
575,id_2918
772,id_5338
975,id_6728
298,id_6802
87,id_4414
302,id_4137
93,id_7597
53,id_1270
148,id_6294
122,id_0916
520,id_3447
1027,id_2926
241,id_6933
966,id_4296
296,id_7348
138,id_6056
127,id_6845
99,id_7263
204,id_1035
85,id_4291
2035,id_1567
1221,id_7401
392,id_0842
343,id_6861
48,id_4993
1253,id_5104
28,id_7374
148,id_4408
291,id_5423
1485,id_7906
4218,id_0731
1404,id_1009
3049,id_6694
368,id_1905
6677,id_5536
175,id_3034
18916,id_3252
295,id_7058
3182,id_3089
145,id_1332
579,id_2499
44,id_5206
2639,id_1571
7233,id_1330
251,id_2930
245,id_7815
1145,id_6089
5042,id_0648
614,id_5998
1481,id_1201
11691,id_7424
610,id_4104
462,id_2364
204,id_3028
232,id_2751
153,id_4183
1589,id_6108
227,id_3339
2031,id_2959
459,id_1798
589,id_2701
5412,id_4580
168,id_1432
166,id_7700
94,id_0509
12796,id_1081
84,id_5693
411,id_4629
147,id_2391
1878,id_5300
1060,id_3112
1385,id_3337
26,id_7509
115,id_1537
29,id_5520
313,id_6483
153,id_2245
13106,id_3437
262,id_3702
151,id_3549
119,id_7392
222,id_5078
320,id_5400
268,id_7928
219,id_6670
218,id_3858
2819,id_2390
144,id_1250
156,id_3497
2758,id_1093
971,id_7829
88,id_3884
80,id_6505
143,id_4377
8409,id_4630
4159,id_0195
133,id_4673
15141,id_7846
979,id_2556
154,id_4963
5975,id_6604
25,id_5018
59,id_1160
4026,id_4231
82,id_7112
12067,id_4732
81,id_3476
495,id_7620
426,id_3261
2525,id_5935
168,id_6516
171,id_0037
1348,id_4229
104,id_1901
8778,id_7304
851,id_1165
64,id_5165
184,id_3981
61382,id_3026
23,id_2508
1829,id_3021
2324,id_3288
88,id_4943
863,id_3967
1730,id_6686
35,id_2451
139,id_5843
656,id_5402
789,id_6539
195311,id_2888
415,id_5918
190,id_2485
36,id_1707
74,id_1024
1791,id_5157
1401,id_4234
106,id_0158
606,id_0508
220,id_2297
639,id_7049
6045,id_2576
20143,id_7718
1335,id_6045
4860,id_6336
94,id_3648
88,id_7650
979,id_7069
10296,id_5403
4571,id_2252
85,id_7208
273,id_7727
1760,id_1921
60,id_2640
376,id_3723
5552,id_0816
104,id_4672
129,id_5199
143,id_3285
439,id_2230
2098,id_1850
9815,id_6614
1039,id_0046
3271,id_4302
502,id_0075
326,id_0424
72,id_8034
1013,id_0010
1878,id_7858
732,id_2966
6382,id_3286
622,id_5310
73728,id_7702
3363,id_5952
241,id_6849
212,id_6969
109,id_5671
530,id_1202
2341,id_2270
212,id_2976
288,id_7439
1490,id_7084
56,id_3543
430,id_3226
341,id_4148
1565,id_7411
65,id_4764
59,id_3166
3760,id_1356
141,id_7359
517,id_0815
3170,id_1199
2084,id_2311
2824,id_3434
331,id_1380
499,id_0337
679,id_5554
15880,id_4872
90,id_7005
295,id_6536
395,id_0692
477,id_1409
114,id_1036
433,id_6555
817,id_4011
256,id_6224
2667,id_5718
181602,id_1812
284,id_3695
692,id_2236
107,id_3669
711,id_7094
1675,id_3345
532,id_0297
1406,id_0719
234,id_3144
732,id_7704
59,id_6948
135,id_7391
2741,id_2563
703,id_0501
9339,id_7577
817,id_4659
73,id_2702
18222,id_6269
345,id_2514
374,id_5315
299,id_5558
88,id_4896
564,id_5999
4361,id_1164
7041,id_3355
8069,id_4029
9091,id_7985
11100,id_6612
5055,id_0645
7710,id_4880
310,id_6425
5202,id_6077
93,id_3309
7146,id_7237
182,id_7003
931,id_6689
800,id_1532
1075,id_5729
66,id_4027
712,id_0962
245,id_4030
2025,id_2349
47,id_6057
146,id_1519
45,id_6335
789,id_2445
852,id_6103
87,id_2804
2660,id_4135
1781,id_3657
949,id_4250
5854,id_3177
580,id_1279
145,id_7150
844,id_5916
1623,id_2073
164,id_7943
2002,id_5830
983,id_2167
2460,id_5174
284,id_6238
2186,id_0042
248,id_8087
75,id_8016
1558,id_1779
1499,id_7757
697,id_3013
147,id_2181
239,id_5926
178,id_5866
57518,id_5948
894,id_3708
196,id_1811
4563,id_5081
219,id_4316
28823,id_7659
6463,id_6883
67,id_4411
2373,id_3083
308,id_2628
122,id_4805
624,id_6971
172,id_2923
185,id_4303
369,id_6455
189,id_7726
5166,id_4176
293,id_2839
100,id_1560
641,id_3679
1021,id_7987
1921,id_4048
106,id_1721
9098,id_2064
296,id_6249
1501,id_2420
564,id_4797
4230,id_1284
5412,id_2316
2947,id_1179
1132,id_3983
20794,id_1172
184,id_1066
3221,id_3181
2512,id_0711
137,id_0741
345,id_5373
682,id_1305
4270,id_3881
335,id_0151
1287,id_1625
12942,id_2818
290,id_6123
4586,id_1131
78,id_7867
118,id_3599
168,id_6968
56,id_4223
5936,id_7034
2569,id_5994
1428,id_0756
564,id_0489
6003,id_2145
121,id_5802
1026,id_2940
326,id_7484
101,id_1790
3301,id_0302
557,id_3908
126,id_5121
1091,id_2638
46,id_2346
35,id_8094
8355,id_6197
411,id_7434
68,id_6966
912,id_1301
37162,id_8049
71396,id_7674
3044,id_2608
12673,id_6237
1096,id_5640
405,id_3531
5728,id_5582
236,id_2667
20722,id_2914
760,id_0540
44,id_3093
319,id_7565
455,id_0463
537,id_3099
222,id_5012
239,id_5057
10618,id_6214
179,id_3312
1459,id_4697
250,id_3925
221,id_6905
750,id_0739
260,id_6177
561,id_6135
923,id_2924
2019,id_6959
78,id_1334
1463,id_0960
1478,id_6311
11190,id_4516
71,id_6826
354,id_5037
162,id_2389
65,id_4991
1264,id_6507
243,id_1949
407,id_6718
282,id_5853
254,id_3721
196,id_6937
425,id_5166
1473,id_1968
582,id_1232
355,id_6220
249,id_4726
7666,id_6328
107,id_2435
310,id_6684
6197,id_5795
147,id_7882
268,id_5389
4692,id_7537
2530,id_3713
2082,id_5186
84,id_5318
1064,id_6318
147,id_4003
2549,id_1849
47,id_6072
4402,id_4265
4629,id_3470
1312,id_0353
6110,id_7507
2662,id_6521
104,id_4406
1447,id_7219
207,id_2431
279,id_6454
167,id_0442
761,id_0629
2472,id_2032
11156,id_6647
500,id_0478
239,id_2934
550,id_2355
287,id_4056
854,id_6840
3144,id_3791
63,id_2457
108,id_0716
279,id_6841
81,id_4393
8959,id_3268
1712,id_3652
5792,id_3542
2344,id_1809
29255,id_3575
1241,id_3271
501,id_3260
3800,id_2103
8278,id_6468
772,id_2263
672,id_3149
53,id_7737
1685,id_6266
11534,id_3032
8361,id_5525
72,id_5488
478,id_3158
2244,id_3722
62010,id_4102
29,id_5320
55,id_0211
1521,id_7529
303,id_0699
16272,id_1350
663,id_0792
22788,id_5454
1560,id_7166
1007,id_1426
3579,id_6885
1489,id_4599
546,id_1326
321,id_7607
155,id_2069
48,id_3451
346,id_7512
312,id_7760
137741,id_4838
6348,id_1773
51,id_5700
1239,id_4716
53,id_0627
988,id_3544
181,id_6736
299,id_2511
1598,id_2956
584,id_5557
724,id_3540
6595,id_2440
1871,id_0025
100,id_4809
24094,id_7563
1808,id_5637
465,id_7609
183,id_7534
50001,id_7687
649,id_6810
26,id_2711
1403,id_2842
15326,id_6648
144,id_2037
59,id_1886
207,id_3176
1711,id_6762
665,id_7464
6105,id_0400
1276,id_1583
359,id_2558
939,id_3130
58,id_5345
162,id_5513
140,id_5027
90,id_5946
174,id_5487
22391,id_3208
729,id_3573
145,id_4517
5041,id_0391
3338,id_0785
109,id_3163
24894,id_6705
291,id_0683
277,id_5114
106,id_7796
287,id_7285
1521,id_6812
265,id_3282
656,id_7383
608,id_2938
266,id_2024
811,id_0758
381,id_1236
527,id_2039
324,id_5885
149,id_6664
115,id_7950
5894,id_3340
918,id_6820
80,id_2911
3417,id_5340
1387,id_8029
173,id_0290
1539,id_3015
1018,id_7409
55,id_4040
4757,id_2713
402,id_5191
473,id_3618
591,id_3512
498,id_1965
198,id_4210
150,id_6727
344,id_0225
535,id_6771
2249,id_2627
813,id_5482
638,id_6917
461,id_6128
106,id_4892
604,id_7312
454,id_7588
61,id_7157
70,id_2226
330,id_2875
1397,id_0049
712,id_5444
5280,id_7779
223,id_2127
88,id_1970
8811,id_1130
141,id_6005
1037,id_7825
125,id_1263
357,id_1785
291,id_0851
29641,id_2986
8527,id_1176
664,id_4730
3780,id_3886
2153,id_3401
20463,id_5869
1984,id_0420
307,id_5390
15812,id_5028
1786,id_2100
538,id_3733
1699,id_1640
163,id_5257
2170,id_2658
9613,id_4255
158,id_4904
2013,id_0710
513,id_2656
715,id_6563
256,id_3958
164,id_1837
1826,id_4567
434,id_4432
13749,id_6859
15,id_2677
618,id_3327
374,id_6630
501,id_1611
398,id_2250
319181,id_5221
554,id_3812
2304,id_2231
1728,id_6911
2532,id_2671
304,id_4509
21103,id_2060
123,id_4186
741,id_7989
6377,id_3860
313,id_3292
2743,id_2338
178,id_4034
509,id_5745
30390,id_1214
143,id_1463
390,id_2280
45947,id_2197
380,id_6380
31,id_1103
458,id_0077
1225,id_3716
860,id_6867
1865,id_2271
22969,id_0403
1605,id_6967
33724,id_2983
36,id_2463
451,id_2034
2681,id_6314
334,id_6837
17564,id_6213
198,id_6355
5901,id_3751
265,id_1143
80,id_3008
178,id_2753
28,id_3262
437,id_1237
337,id_5757
111,id_0481
1592,id_2305
73,id_5857
1108,id_1750
287,id_3005
176,id_2433
7582,id_2632
219,id_6976
6241,id_1039
350,id_6416
92,id_0649
1172,id_7831
43,id_1699
340,id_7176
4440,id_7353
592,id_6297
40,id_6221
85,id_7438
579,id_0567
51,id_4445
588,id_3634
501,id_0185
356,id_1520
286,id_0312
3018,id_1193
659,id_7623
1746,id_5068
30,id_6668
157,id_3630
285,id_0859
353,id_2545
133,id_5211
166,id_0852
808,id_7244
50,id_5160
61,id_3310
117,id_2604
601,id_7683
3216,id_5722
2574,id_0533
7377,id_7774
1108,id_0730
5915,id_7921
122,id_3801
456,id_6317
112,id_2624
2977,id_0843
373,id_0909
921,id_2210
1671,id_3207
8092,id_2739
407,id_5962
228,id_7060
33,id_3888
10664,id_7892
782,id_3745
54,id_4627
219,id_6544
122,id_0311
401,id_4037
11861,id_6470
5404,id_6377
718,id_0903
4157,id_2315
680,id_4586
47,id_3069
563,id_1984
221,id_6091
2079,id_7789
169,id_3641
162,id_4101
2041,id_6471
6009,id_0132
512,id_2807
356,id_6390
2032,id_2272
4801,id_0106
274,id_0704
8914,id_2300
556,id_6564
726,id_0944
2599,id_5135
288,id_7803
8276,id_0835
264,id_1492
1890,id_7766
4640,id_4941
1628,id_2643
476,id_0855
948,id_4132
155,id_0181
1701,id_4420
500,id_2718
350,id_5387
548,id_7457
2790,id_2869
1501,id_4682
22178,id_4946
722,id_4447
562,id_3402
573,id_1420
104,id_5512
2664,id_3610
2630,id_3777
595,id_2571
292,id_6038
39295,id_6843
266,id_2788
523,id_6546
120,id_3803
199,id_5256
203,id_4508
741,id_4827
1578,id_4442
471,id_2636
694,id_0062
213,id_4294
17306,id_7328
7264,id_3469
1020,id_6024
643,id_1460
780,id_5378
129,id_4096
439,id_4653
325,id_0836
32667,id_4089
872,id_7433
224,id_4598
184,id_3424
791,id_7073
116,id_6069
21592,id_0552
225,id_2987
155,id_3379
707,id_6662
7711,id_1402
716,id_1315
1634,id_4606
1423,id_5201
727,id_3449
829,id_5296
271,id_6580
337,id_1940
124,id_5985
105,id_1384
4818,id_5596
493,id_4662
2258,id_2851
550,id_7531
137,id_7077
4420,id_7603
1092,id_1869
62562,id_7493
106,id_0448
4440,id_4804
1470,id_4934
15645,id_2609
1110,id_0837
754,id_7479
73,id_3991
334,id_3059
1106,id_3992
178,id_2467
2595,id_1117
4560,id_3403
196,id_7804
2125,id_2430
289,id_6498
932,id_1153
576,id_2023
6159,id_7342
664,id_6153
3879,id_6809
1416,id_6769
44,id_6594
1091,id_6039
5191,id_7141
355,id_2935
1584,id_2477
1297,id_2778
31,id_2163
1119,id_0194
971,id_2076
74,id_3322
179,id_3815
2994,id_7174
4558,id_5370
559,id_2134
347,id_4451
245,id_7233
632,id_5252
124,id_1476
1746,id_4999
568,id_2283
1861,id_5664
6998,id_5806
2968,id_1758
2115,id_6036
649,id_3202
535,id_7212
96,id_4776
132,id_5263
981,id_0279
1290,id_4276
113,id_7562
56,id_4378
310,id_5279
2580,id_1609
1833,id_5458
153,id_2273
349,id_6858
2685,id_4410
787,id_2746
1984,id_1462
1283,id_8006
3633,id_7960
581,id_3196
157,id_4594
1348,id_0314
496,id_6606
40124,id_5580
35564,id_4064
1135,id_2886
249,id_1598
839,id_7121
1376,id_7362
917,id_2143
59,id_5563
197,id_1064
121,id_0209
1148,id_6533
304,id_1709
1578,id_4681
1654,id_4318
111,id_4271
341,id_3962
164,id_0887
1460,id_7086
478,id_7180
897,id_1726
1005,id_5742
1949,id_6886
3914,id_5098
1752,id_5040
480,id_0438
4386,id_3705
3176,id_5419
1531,id_5769
53,id_1988
2048,id_6934
220,id_2853
348,id_0071
100,id_3852
7229,id_3117
185,id_5844
569,id_7875
1451,id_0879
3896,id_2939
10868,id_1411
132,id_7209
1105,id_1969
151,id_2405
62,id_7816
147,id_6579
450,id_7211
2225,id_2859
137,id_3719
551,id_2234
16024,id_5982
189,id_0200
1013,id_4812
1049,id_0796
666,id_2981
2106,id_6925
117,id_3747
14546,id_5807
48107,id_6723
222,id_2952
2715,id_7393
1245,id_6611
5330,id_4975
3502,id_1725
228,id_0085
632,id_6043
249,id_7098
2675,id_5720
2352,id_1123
2052,id_0270
390,id_6445
481,id_3821
135,id_0890
123,id_4258
761,id_6028
12120,id_3444
83,id_5177
1712,id_1783
469,id_2061
41,id_7896
709,id_7578
157,id_4665
2669,id_0320
832,id_2358
38,id_2612
1118,id_6839
204,id_6171
441,id_4620
17321,id_2505
1950,id_6202
1754,id_4863
1488,id_4465
2823,id_5254
141,id_4436
6912,id_5539
645,id_7284
26,id_5794
1051,id_3068
247,id_6101
135,id_2757
1245,id_7772
2085,id_1760
125,id_6435
118,id_4756
827,id_2692
185,id_3343
23,id_1766
775,id_5050
1443,id_1354
2339,id_1704
204,id_7332
404,id_3197
156,id_2973
290,id_1511
381,id_3180
25,id_0350
461,id_3245
3227,id_7269
21,id_3715
183,id_6980
184,id_7177
2829,id_4110
2435,id_3875
54840,id_4057
286,id_4824
1732,id_0372
5032,id_3926
93,id_4402
389,id_5416
531,id_3848
12840,id_6922
1010,id_4323
52,id_7832
129,id_2318
61,id_4539
289,id_6587
2948,id_5812
64421,id_5680
102,id_2080
71,id_2805
157,id_7388
5295,id_4944
36291,id_2192
57,id_0472
679,id_5269
1117,id_1892
5212,id_7673
303,id_1281
135,id_7096
172,id_4383
263,id_3853
745,id_7354
8788,id_6305
790,id_6939
110,id_2221
2144,id_6300
210,id_6757
389,id_0014
346,id_3856
2564,id_7959
365,id_6190
230,id_2544
261,id_0620
30,id_5959
1194,id_4655
164,id_5354
178,id_5112
493,id_3495
2058,id_3317
617,id_6680
1729,id_5744
1181,id_3909
126,id_3813
134,id_0624
5064,id_7966
1317,id_1428
990,id_0700
3764,id_2723
5952,id_1082
68,id_5503
1163,id_5110
1644,id_2978
338,id_0360
3809,id_1030
146,id_3466
276,id_7259
143970,id_0160
1433,id_5395
328,id_7971
7435,id_1261
3994,id_5894
839,id_4310
656,id_5499
1251,id_7217
1599,id_0432
3190,id_4155
416,id_7784
71,id_8109
580,id_0165
457,id_2916
176,id_0748
111,id_6258
11155,id_3254
2804,id_3398
650,id_7423
460,id_3556
739,id_1989
2538,id_6803
815,id_2016
8672,id_7076
33,id_7257
4755,id_0173
1428,id_5250
92,id_1866
520,id_1156
865,id_3023
92,id_5116
1637,id_0888
2454,id_0035
95,id_5183
666,id_6530
116,id_4038
31,id_7490
41,id_1679
96,id_5479
330,id_2659
913,id_7331
599,id_0721
1822,id_0599
995,id_6527
206,id_5008
1066,id_6144
1303,id_7363
3949,id_4721
2590,id_7469
11978,id_3438
7625,id_0422
18909,id_7126
220,id_2086
25344,id_7026
618,id_5222
311,id_5495
49,id_6394
348,id_7611
783,id_5142
125,id_1514
2820,id_7925
292,id_1439
101,id_3076
288,id_6576
58,id_6090
355,id_3136
555,id_6170
52,id_6175
175,id_5774
230,id_1980
2397,id_1149
697,id_7583
108,id_3945
205,id_4614
531,id_4221
255,id_5694
104,id_5062
474,id_4803
32,id_4557
450,id_2130
1427,id_6717
1377,id_0818
171,id_3763
171,id_6789
1603,id_1873
230,id_0511
2506,id_1650
272,id_2254
173,id_3692
915,id_2333
450,id_5831
692,id_0043
392,id_7038
153,id_0821
813,id_3795
154,id_3452
759,id_6960
14915,id_0512
68,id_5147
1212,id_2438
738,id_3742
236,id_2502
612,id_5407
1180,id_7300
643,id_6549
137,id_4766
73,id_7186
643,id_6160
282,id_4471
193,id_3845
1865,id_2932
299,id_7365
67,id_2630
14037,id_6149
277,id_1939
118,id_8043
51,id_0957
74,id_3827
13771,id_6115
278,id_1282
196,id_0055
1540,id_8008
48962,id_6828
354,id_2910
477,id_3816
51,id_6683
859,id_0252
2736,id_4264
510,id_0993
2716,id_1507
104,id_0404
784,id_6496
213,id_6889
27,id_0232
1161,id_6975
378,id_2611
770,id_3664
9261,id_2215
2124,id_6424
381,id_6607
1784,id_0549
927,id_2569
219,id_5017
2417,id_7500
2996,id_6302
432,id_3632
111,id_3165
99,id_5381
333,id_7751
12535,id_3175
246,id_0431
249,id_4400
274,id_5515
554,id_7699
3796,id_2343
27604,id_3320
42,id_5977
2264,id_5976
79,id_1767
1180,id_4505
6648,id_7125
464,id_3562
43,id_3056
264,id_4120
5348,id_4622
198,id_7887
1001,id_4837
108,id_1918
161984,id_0605
5871,id_1957
3323,id_0027
532,id_4642
230,id_5650
408,id_3462
877,id_1443
660,id_5663
1091,id_7903
228,id_1821
3179,id_3373
