fecha,consumo_gas,consumo_gas_lag_1,consumo_gas_lag_15,consumo_gas_rolling_window_8,consumo_gas_rolling_window_8_std,consumo_gas_rolling_window_15_std,temperatura_rolling_window_3,temperatura_lag_14,temperatura_lag_28,velocidad_viento_rolling_window_3,velocidad_viento_rolling_window_8,velocidad_viento_rolling_window_15,es_festivo,dia_semana,festivo_previo,festivo_siguiente,semana_anyo
2018-10-10,667.18,668.2,654.64,643.33875,38.68966249437402,33.75276194342523,18.82638888888889,22.860416666666666,24.427083333333332,8.136111111111113,7.059895833333334,7.293695103205973,1,2,1.0,1.0,41
2018-10-11,642.72,667.18,652.86,640.66,37.7739498294034,33.60324370326416,20.075000000000003,19.99318181818182,23.797916666666666,8.056944444444445,7.022916666666667,6.8828617698726395,1,3,1.0,1.0,41
2018-10-12,569.92,642.72,658.03,628.9075,43.66318840200022,37.76346537833835,21.067663043478262,21.702272727272728,24.772916666666664,6.605176767676768,6.938920454545455,6.878341567852439,1,4,1.0,1.0,41
2018-10-13,562.92,569.92,648.19,617.5350000000001,47.86942537480764,41.78011352819154,21.678321256038647,22.863636363636363,24.33125,5.058860342555994,6.616864295125165,6.674204545454546,1,5,1.0,1.0,41
2018-10-14,590.07,562.92,579.6,618.965,46.69772279550371,40.9766507642724,22.01014492753623,21.799725378787876,24.208333333333332,5.5990777338603435,6.856424983530963,6.7427025691699605,1,6,1.0,1.0,41
2018-10-15,690.48,590.07,616.7750000000001,632.3262500000001,50.28428011601351,43.65545759805121,21.58768115942029,21.704166666666666,24.48125,6.388405797101449,6.885614295125165,6.777605401844533,1,0,1.0,1.0,42
2018-10-16,702.51,690.48,653.95,636.75,55.10789287518491,46.878203433396095,20.450724637681162,19.806250000000002,23.087500000000002,7.57536231884058,6.987312664690382,6.7685111989459825,1,1,1.0,1.0,42
2018-10-17,696.58,702.51,661.52,640.2974999999999,58.245793655605965,48.973117766888606,19.585507246376814,20.372916666666665,23.766666666666666,7.64927536231884,6.778028244400527,6.826615063680281,1,2,1.0,1.0,42
2018-10-18,700.16,696.58,664.15,644.4200000000001,61.49668678647887,51.07243612192971,19.293085748792272,20.697916666666668,24.73125,8.358937198067634,6.96917407773386,7.050781730346949,1,3,1.0,1.0,42
2018-10-19,691.13,700.16,663.94,650.47125,63.64958813411802,52.35313232089887,20.10618961352657,20.922916666666666,24.914583333333336,10.019685990338164,7.723340744400527,7.464115063680282,1,4,1.0,1.0,42
2018-10-20,614.7,691.13,653.9,656.06875,57.1955453903536,52.81818686597962,20.263194444444444,21.29375,25.395833333333332,9.823611111111111,7.984941123188406,7.543281730346949,1,5,1.0,1.0,42
2018-10-21,610.0,614.7,578.63,661.95375,47.91046290067693,50.72080241967056,20.178472222222222,20.125,25.304166666666664,8.705555555555557,8.336684782608696,7.583281730346949,1,6,1.0,1.0,42
2018-10-22,694.46,610.0,583.59,675.0025,38.90484903673865,49.37753422067888,19.50486111111111,17.25,24.25,6.6875,8.131499094202898,7.4955039525691705,1,0,1.0,1.0,43
